timestamp,Open,High,Low,Close,Volume
2021-03-15,1850.35,1894.3,1736.4,1794.7,121382.6
2021-03-16,1794.7,1819.0,1712.4,1806.5,68841.56
2021-03-17,1806.5,1840.65,1742.5,1825.0,67737.22
2021-03-18,1825.0,1852.0,1759.45,1778.0,64974.77
2021-03-19,1778.0,1843.35,1733.95,1811.4,62803.92
2021-03-20,1811.4,1872.65,1802.6,1806.85,56768.73
2021-03-21,1806.85,1817.75,1747.1,1784.8,52124.7
2021-03-22,1784.8,1808.2,1654.45,1682.1,72366.63
2021-03-23,1682.1,1721.15,1653.75,1670.25,54421.81
2021-03-24,1670.25,1741.5,1544.7,1581.9,110838.94
2021-03-25,1581.9,1621.35,1549.55,1588.45,58498.59
2021-03-26,1588.45,1701.2,1588.05,1699.3,56947.95
2021-03-27,1699.3,1733.8,1668.45,1713.75,41451.78
2021-03-28,1713.75,1726.7,1662.85,1687.9,28659.35
2021-03-29,1687.9,1842.7,1679.95,1818.3,71147.79
2021-03-30,1818.3,1862.9,1789.45,1842.4,54412.98
2021-03-31,1842.4,1951.3,1772.25,1921.0,116933.25
2021-04-01,1921.0,1988.4,1884.55,1968.2,111691.97
2021-04-02,1968.2,2147.0,1950.05,2136.65,167197.44
2021-04-03,2136.65,2141.15,2004.2,2013.2,141283.55
2021-04-04,2013.2,2092.6,1981.0,2076.8,92984.8
2021-04-05,2076.8,2134.95,2002.0,2107.6,110826.89
2021-04-06,2107.6,2157.5,2045.35,2112.85,113282.02
2021-04-07,2112.85,2130.95,1932.0,1965.0,149368.79
2021-04-08,1965.0,2085.25,1949.15,2081.7,70562.52
2021-04-09,2081.7,2103.45,2051.3,2068.25,50045.0
2021-04-10,2068.25,2210.15,2060.1,2134.65,97165.82
2021-04-11,2134.65,2169.7,2115.4,2153.8,45461.86
2021-04-12,2153.8,2207.55,2102.1,2138.6,71480.07
2021-04-13,2138.6,2321.45,2136.85,2301.5,100763.39
2021-04-14,2301.5,2446.85,2286.3,2434.65,133274.92
2021-04-15,2434.65,2546.0,2402.0,2517.8,104764.74
2021-04-16,2517.8,2549.65,2300.1,2426.25,133563.42
2021-04-17,2426.25,2495.8,2312.25,2319.75,85642.45
2021-04-18,2319.75,2341.15,1927.7,2235.4,296376.29
2021-04-19,2235.4,2278.1,2080.05,2162.75,99100.71
2021-04-20,2162.75,2345.0,2052.9,2329.65,118877.57
2021-04-21,2329.65,2468.95,2239.2,2358.7,141726.32
2021-04-22,2358.7,2644.0,2305.85,2400.3,278286.26
2021-04-23,2400.3,2444.2,2110.9,2367.8,311284.15
2021-04-24,2367.8,2368.5,2157.0,2215.35,139677.63
2021-04-25,2215.35,2357.15,2165.05,2320.55,152035.92
2021-04-26,2320.55,2543.3,2305.5,2535.45,137745.34
2021-04-27,2535.45,2681.85,2483.15,2667.95,107539.56
2021-04-28,2667.95,2762.05,2564.0,2748.0,147624.86
2021-04-29,2748.0,2798.0,2671.7,2758.85,110843.84
2021-04-30,2758.85,2800.0,2726.95,2773.45,68710.4
2021-05-01,2773.45,2958.1,2755.5,2945.85,93921.52
2021-05-02,2945.85,2986.0,2857.0,2951.6,77160.76
2021-05-03,2951.6,3458.1,2951.4,3432.1,213582.5
2021-05-04,3432.1,3527.0,3157.1,3242.35,334761.45
2021-05-05,3242.35,3550.75,3210.7,3525.05,155426.58
2021-05-06,3525.05,3612.4,3379.0,3490.05,142104.63
2021-05-07,3490.05,3589.0,3357.0,3480.0,98102.55
2021-05-08,3480.0,3961.95,3451.55,3913.7,151524.3
2021-05-09,3913.7,3983.9,3729.5,3926.05,157541.13
2021-05-10,3926.05,4212.1,3662.4,3948.95,269382.43
2021-05-11,3948.95,4180.4,3778.55,4175.45,131928.53
2021-05-12,4175.45,4377.0,3737.0,3829.2,286789.09
2021-05-13,3829.2,4036.45,3508.05,3718.75,441803.24
2021-05-14,3718.75,4174.0,3693.35,4079.5,160624.79
2021-05-15,4079.5,4136.7,3636.0,3651.15,178150.84
2021-05-16,3651.15,3879.4,3347.6,3580.95,264513.66
2021-05-17,3580.95,3585.95,3127.0,3284.65,282124.76
2021-05-18,3284.65,3567.4,3242.85,3376.55,193300.37
2021-05-19,3376.55,3443.6,1778.95,2442.5,1330193.51
2021-05-20,2442.5,2989.9,2153.1,2768.7,443857.91
2021-05-21,2768.7,2940.0,2101.6,2431.55,421387.65
2021-05-22,2431.55,2487.75,2152.95,2294.55,218761.22
2021-05-23,2294.55,2383.1,1730.0,2095.8,539681.91
2021-05-24,2095.8,2673.75,2080.0,2648.3,293319.96
2021-05-25,2648.3,2750.0,2382.0,2706.0,292296.83
2021-05-26,2706.0,2911.0,2644.4,2882.75,226023.13
2021-05-27,2882.75,2888.0,2634.8,2741.6,188138.92
2021-05-28,2741.6,2762.0,2327.0,2411.65,262266.5
2021-05-29,2411.65,2577.05,2208.25,2276.15,217865.94
2021-05-30,2276.15,2475.7,2180.0,2387.4,180818.56
2021-05-31,2387.4,2720.75,2271.55,2706.3,246599.02
2021-06-01,2706.3,2740.0,2527.05,2634.75,215482.7
2021-06-02,2634.75,2803.1,2551.5,2707.3,160864.22
2021-06-03,2707.3,2889.9,2661.35,2857.7,192997.43
2021-06-04,2857.7,2860.35,2550.0,2687.95,228913.15
2021-06-05,2687.95,2814.75,2551.15,2628.3,203433.11
2021-06-06,2628.3,2742.0,2614.4,2709.8,145304.91
2021-06-07,2709.8,2847.65,2570.55,2593.0,254194.77
2021-06-08,2593.0,2620.0,2307.15,2505.95,360828.03
2021-06-09,2505.95,2625.0,2404.25,2609.35,253446.22
2021-06-10,2609.35,2623.0,2427.25,2470.6,162542.07
2021-06-11,2470.6,2497.8,2320.45,2353.0,178172.99
2021-06-12,2353.0,2451.4,2255.35,2369.75,175295.0
2021-06-13,2369.75,2547.4,2308.8,2508.1,169764.18
2021-06-14,2508.1,2606.95,2461.25,2579.75,130702.41
2021-06-15,2579.75,2638.05,2509.5,2543.25,116702.45
2021-06-16,2543.25,2556.0,2351.0,2367.6,149184.26
2021-06-17,2367.6,2458.95,2305.0,2372.0,121114.19
2021-06-18,2372.0,2375.75,2136.35,2230.3,181087.66
2021-06-19,2230.3,2277.0,2161.55,2163.35,116683.68
2021-06-20,2163.35,2276.6,2040.0,2241.3,177939.5
2021-06-21,2241.3,2258.0,1865.05,1886.7,381741.39
2021-06-22,1886.7,1995.9,1698.05,1878.0,423058.63
2021-06-23,1878.0,2043.0,1821.0,1967.05,181944.93
2021-06-24,1967.05,2034.95,1884.4,1988.8,137424.32
2021-06-25,1988.8,2019.0,1790.5,1809.4,196459.65
2021-06-26,1809.4,1851.6,1716.0,1829.15,175794.99
2021-06-27,1829.15,1983.0,1806.0,1980.45,135431.09
2021-06-28,1980.45,2144.75,1961.55,2082.75,251544.72
2021-06-29,2082.75,2243.0,2073.35,2165.05,218831.26
2021-06-30,2165.05,2288.2,2088.0,2273.25,250892.45
2021-07-01,2273.25,2274.25,2070.05,2107.0,282822.53
2021-07-02,2107.0,2159.65,2017.55,2152.75,245107.63
2021-07-03,2152.75,2238.85,2112.55,2226.55,156637.68
2021-07-04,2226.55,2389.55,2189.6,2321.6,179876.66
2021-07-05,2321.6,2323.0,2155.8,2195.05,286926.79
2021-07-06,2195.05,2348.5,2192.45,2322.0,288406.89
2021-07-07,2322.0,2408.45,2293.7,2314.6,207911.29
2021-07-08,2314.6,2323.95,2083.7,2115.05,276800.72
2021-07-09,2115.05,2188.3,2045.1,2147.35,290839.41
2021-07-10,2147.35,2194.5,2073.1,2111.0,175357.12
2021-07-11,2111.0,2174.25,2081.45,2138.7,154658.87
2021-07-12,2138.7,2166.0,2007.0,2031.9,189942.7
2021-07-13,2031.9,2046.25,1917.15,1940.4,257627.89
2021-07-14,1940.4,2017.3,1863.6,1994.3,297097.03
2021-07-15,1994.3,2041.65,1881.05,1918.6,288853.16
2021-07-16,1918.6,1965.0,1847.6,1874.25,257678.91
2021-07-17,1874.25,1918.7,1843.75,1898.0,185229.29
2021-07-18,1898.0,1993.6,1876.5,1890.15,220873.65
2021-07-19,1890.15,1917.0,1803.1,1818.25,229705.36
2021-07-20,1818.25,1841.45,1717.5,1784.45,319501.0
2021-07-21,1784.45,2035.0,1753.2,1994.6,373109.87
2021-07-22,1994.6,2046.05,1947.0,2023.0,255979.1
2021-07-23,2023.0,2130.0,1995.0,2123.8,226396.21
2021-07-24,2123.8,2196.5,2105.7,2181.75,195024.77
2021-07-25,2181.75,2195.75,2106.3,2189.25,164169.11
2021-07-26,2189.25,2432.25,2171.25,2228.05,523562.24
2021-07-27,2228.05,2318.85,2151.1,2298.25,267384.54
2021-07-28,2298.25,2346.05,2243.95,2298.85,233397.23
2021-07-29,2298.85,2402.9,2265.0,2381.95,141765.95
2021-07-30,2381.95,2476.3,2317.0,2462.15,217609.77
2021-07-31,2462.15,2555.25,2421.15,2531.0,141188.76
2021-08-01,2531.0,2699.0,2510.95,2554.6,292651.49
2021-08-02,2554.6,2666.5,2507.0,2606.1,225835.03
2021-08-03,2606.1,2631.5,2439.0,2506.25,239893.61
2021-08-04,2506.25,2774.45,2457.8,2724.9,315315.8
2021-08-05,2724.9,2845.5,2518.0,2826.25,462779.21
2021-08-06,2826.25,2948.75,2721.25,2890.65,278544.76
2021-08-07,2890.65,3176.95,2865.7,3162.7,356413.01
2021-08-08,3162.7,3195.0,2950.5,3013.3,288730.54
2021-08-09,3013.3,3190.0,2892.0,3163.6,327908.74
2021-08-10,3163.6,3239.0,3055.1,3141.05,287614.6
2021-08-11,3141.05,3277.0,3120.3,3161.7,284069.12
2021-08-12,3161.7,3239.9,2982.3,3046.65,294093.19
2021-08-13,3046.65,3333.75,3037.0,3324.6,229192.38
2021-08-14,3324.6,3335.0,3205.3,3266.9,173632.58
2021-08-15,3266.9,3322.0,3110.0,3311.6,175056.84
2021-08-16,3311.6,3341.0,3137.15,3149.05,193536.53
2021-08-17,3149.05,3291.9,2994.0,3016.3,235862.89
2021-08-18,3016.3,3125.15,2951.1,3015.4,221219.57
2021-08-19,3015.4,3190.0,2961.0,3186.4,190595.77
2021-08-20,3186.4,3307.2,3178.95,3284.8,169097.77
2021-08-21,3284.8,3314.9,3207.3,3226.0,116166.18
2021-08-22,3226.0,3273.85,3125.0,3242.05,141942.28
2021-08-23,3242.05,3379.0,3233.1,3323.95,164670.4
2021-08-24,3323.95,3361.95,3145.45,3174.4,198518.91
2021-08-25,3174.4,3246.5,3076.55,3228.35,147189.2
2021-08-26,3228.35,3253.15,3055.0,3094.7,143287.23
2021-08-27,3094.7,3281.0,3064.4,3274.2,140494.12
2021-08-28,3274.2,3287.6,3212.15,3244.9,62424.41
2021-08-29,3244.9,3289.25,3151.9,3224.4,94448.67
2021-08-30,3224.4,3347.9,3145.0,3230.75,157488.29
2021-08-31,3230.75,3478.0,3169.15,3430.6,295376.77
2021-09-01,3430.6,3846.05,3377.25,3830.05,319071.11
2021-09-02,3830.05,3841.8,3709.2,3786.1,189342.19
2021-09-03,3786.1,4040.2,3711.9,3941.0,226224.92
2021-09-04,3941.0,3976.45,3837.85,3888.85,107586.73
2021-09-05,3888.85,3986.0,3833.0,3950.7,111437.67
2021-09-06,3950.7,3975.0,3866.3,3929.8,102208.0
2021-09-07,3929.8,3960.0,2960.0,3433.1,461979.79
2021-09-08,3433.1,3561.15,3212.85,3497.35,191207.27
2021-09-09,3497.35,3575.8,3391.45,3425.55,141801.66
2021-09-10,3425.55,3515.0,3139.1,3210.7,187288.25
2021-09-11,3210.7,3350.05,3202.05,3268.95,111470.3
2021-09-12,3268.95,3482.0,3233.55,3406.5,143082.78
2021-09-13,3406.5,3433.85,3109.0,3286.15,224037.81
2021-09-14,3286.15,3438.7,3272.7,3435.9,128176.69
2021-09-15,3435.9,3620.5,3360.35,3614.25,113580.86
2021-09-16,3614.25,3680.0,3482.65,3570.5,141447.74
2021-09-17,3570.5,3597.0,3352.65,3401.6,134884.02
2021-09-18,3401.6,3542.8,3373.2,3435.3,110065.98
2021-09-19,3435.3,3457.0,3276.0,3330.2,112393.15
2021-09-20,3330.2,3347.3,2902.15,2979.25,271389.7
2021-09-21,2979.25,3106.35,2645.0,2764.15,273676.87
2021-09-22,2764.15,3088.9,2737.6,3077.75,186397.61
2021-09-23,3077.75,3174.1,3032.15,3151.2,130963.76
2021-09-24,3151.2,3157.75,2728.45,2927.05,251907.46
2021-09-25,2927.05,2966.0,2798.0,2921.95,128602.02
2021-09-26,2921.95,3115.0,2736.55,3057.0,171302.75
2021-09-27,3057.0,3162.75,2922.0,2924.0,154297.44
2021-09-28,2924.0,2969.0,2780.8,2804.0,171281.45
2021-09-29,2804.0,2948.75,2780.0,2849.15,152764.11
2021-09-30,2849.15,3048.0,2836.35,2998.85,164691.35
2021-10-01,2998.85,3333.95,2964.9,3307.2,188257.11
2021-10-02,3307.2,3469.8,3259.3,3386.6,130602.3
2021-10-03,3386.6,3489.8,3336.95,3418.95,110326.1
2021-10-04,3418.95,3445.25,3268.0,3385.4,168872.56
2021-10-05,3385.4,3545.0,3363.15,3515.8,122822.53
2021-10-06,3515.8,3637.1,3333.35,3576.6,181587.32
2021-10-07,3576.6,3658.15,3468.75,3587.05,145962.58
2021-10-08,3587.05,3675.0,3508.9,3562.9,107219.55
2021-10-09,3562.9,3637.45,3533.3,3578.5,67519.34
2021-10-10,3578.5,3608.0,3400.7,3414.8,120683.74
2021-10-11,3414.8,3625.45,3366.85,3542.05,135274.06
2021-10-12,3542.05,3548.55,3405.0,3493.95,156843.57
2021-10-13,3493.95,3614.9,3413.4,3607.3,122293.37
